,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country,duration_in_minutes,puplished_day,published_in_weekend
4199,eY89WVDse3A,2018-02-13,2018-02-11,157329,0,0,449,False,True,People & Blogs,KR,11,Sunday,True
4200,5VBL6k40v9I,2018-02-13,2018-02-11,21595,2169,6,668,False,False,News & Politics,CA,3,Sunday,True
4201,_c0Yl4rhZ-8,2018-02-13,2018-02-11,85252,3350,75,578,False,False,Sports,DE,44,Sunday,True
4202,qLAYuXiia5U,2018-02-13,2018-02-11,21218,232,43,0,True,False,Entertainment,JP,12,Sunday,True
4205,_P86t_GYOIA,2018-02-12,2018-02-11,60143,3925,8723,783,False,False,People & Blogs,RU,7,Sunday,True
4206,7Mb3iNGJKSI,2018-02-13,2018-02-11,13353,279,34,125,False,False,News & Politics,DE,82,Sunday,True
4207,44pqSKJUdKQ,2018-02-13,2018-02-11,122006,945,420,299,False,False,Sports,JP,71,Sunday,True
4208,KqY4d-GXoRM,2018-02-13,2018-02-11,266999,1945,322,234,False,False,Music,IN,47,Sunday,True
4209,c3jz0T1fepE,2018-02-13,2018-02-11,168556,2756,822,305,False,False,Entertainment,IN,2,Sunday,True
4210,UjKs1WzAdIg,2018-02-12,2018-02-11,117916,1276,1582,1078,False,False,Entertainment,JP,9,Sunday,True
4211,lsIwPhtIg7U,2018-02-13,2018-02-11,27434,482,23,171,False,False,Howto & Style,KR,4,Sunday,True
4212,FDVcvYTitsk,2018-02-12,2018-02-11,11315,41,4,11,False,False,Entertainment,FR,3,Sunday,True
4213,yafCeurGq_E,2018-02-11,2018-02-11,4884,430,3,72,False,False,Howto & Style,MX,4,Sunday,True
4214,FzR2aXCVc9Y,2018-02-13,2018-02-11,48002,88,89,136,False,False,Music,MX,1,Sunday,True
4215,Ok7K1hcLMwc,2018-02-13,2018-02-11,134851,2784,200,359,False,False,Entertainment,DE,11,Sunday,True
4216,tfY4FwkULd8,2018-02-13,2018-02-11,196044,0,0,0,True,True,Entertainment,FR,7,Sunday,True
4217,bHK9nttPSOA,2018-02-12,2018-02-11,3174,5,2,1,False,False,Sports,MX,3,Sunday,True
4218,tQSYJGOiLWw,2018-02-13,2018-02-11,8647,852,6,257,False,False,Howto & Style,DE,7,Sunday,True
4219,7R5ffZRX94w,2018-02-12,2018-02-11,7354,145,23,23,False,False,People & Blogs,FR,37,Sunday,True
4220,f3BjhsU0vbA,2018-02-16,2018-02-11,899567,11253,176,1170,False,False,People & Blogs,KR,3,Sunday,True
4221,9AwNFJJ0tug,2018-02-12,2018-02-11,10075,832,79,122,False,False,Howto & Style,FR,3,Sunday,True
4222,kv5Ni8cbAAA,2018-02-12,2018-02-11,169365,2034,204,1040,False,False,Film & Animation,JP,5,Sunday,True
4223,KJdyYAEUnjg,2018-02-14,2018-02-11,1365408,101050,2215,2648,False,False,Comedy,FR,9,Sunday,True
4224,76-KTVPm7XA,2018-02-12,2018-02-11,1273490,77623,1864,3575,False,False,Music,JP,3,Sunday,True
4225,2RRrKhtioyQ,2018-02-11,2018-02-11,84181,613,51,121,False,False,Sports,MX,2,Sunday,True
4226,9ZBF5lFL6lM,2018-02-13,2018-02-12,208510,6036,1458,1118,False,False,Autos & Vehicles,RU,16,Monday,False
4227,FZEM8YyRRO4,2018-02-13,2018-02-12,18295,2248,44,33,False,False,People & Blogs,RU,4,Monday,False
4228,xxU5dtXqVbo,2018-02-13,2018-02-12,41906,1355,23,173,False,False,Pets & Animals,JP,4,Monday,False
4229,WTBY4rh_iMg,2018-02-13,2018-02-12,10139,1717,14,129,False,False,People & Blogs,MX,13,Monday,False
4230,3I13ftwozyA,2018-02-12,2018-02-12,3791,419,3,48,False,False,Howto & Style,MX,24,Monday,False
4231,vw1tgc2cJuY,2018-02-14,2018-02-12,198319,200,191,277,False,False,News & Politics,CA,1,Monday,False
4232,B_0HiBw3g9M,2018-02-13,2018-02-12,35535,4799,134,899,False,False,Film & Animation,MX,16,Monday,False
4233,GtsU1vhKyNY,2018-02-12,2018-02-12,6463,234,18,4,False,False,Education,IN,88,Monday,False
4234,1qzQOVOtboY,2018-02-12,2018-02-12,3227,399,5,17,False,False,People & Blogs,RU,3,Monday,False
4235,ey6_1ZIFRJg,2018-02-14,2018-02-12,150012,7637,161,422,False,False,Comedy,FR,2,Monday,False
4236,1RtPI_drvcA,2018-02-13,2018-02-12,5272,505,15,29,False,False,People & Blogs,RU,15,Monday,False
4237,vxfJbW6KDp4,2018-02-19,2018-02-12,370450,11906,258,533,False,False,Education,US,4,Monday,False
4238,gQb-o_Ys9sY,2018-02-13,2018-02-12,3117,480,0,49,False,False,Comedy,FR,4,Monday,False
4239,9mDW2wouOMs,2018-02-13,2018-02-12,63905,692,36,43,False,False,Comedy,DE,4,Monday,False
4240,7R1N-8SoqcM,2018-02-14,2018-02-12,4463530,349169,7781,29223,False,False,Music,RU,3,Monday,False
4241,IWoOGOUMEzw,2018-02-13,2018-02-12,38526,3468,96,117,False,False,Gaming,RU,233,Monday,False
4242,NeLcrUHItnE,2018-02-13,2018-02-12,130421,3033,1611,759,False,False,People & Blogs,JP,5,Monday,False
4243,Z3evx2MBWN0,2018-02-13,2018-02-12,93704,625,41,12,False,False,Gaming,JP,356,Monday,False
4244,VjVi9BozYMI,2018-02-13,2018-02-12,46950,185,28,2,False,False,Sports,MX,131,Monday,False
4245,hojp2B2dgC0,2018-02-15,2018-02-12,984912,17636,230,712,False,False,Entertainment,CA,6,Monday,False
4246,ME5g4bZQCgI,2018-02-13,2018-02-12,73281,731,39,518,False,False,Howto & Style,JP,8,Monday,False
4247,aEwTePT-8vU,2018-02-14,2018-02-12,96328,5296,145,551,False,False,Comedy,RU,1,Monday,False
4248,uKbtYvJd1Ks,2018-02-14,2018-02-12,193612,3538,2637,4051,False,False,News & Politics,US,20,Monday,False
4249,EH8y7tomSSY,2018-02-13,2018-02-12,120336,1798,34,532,False,False,Entertainment,CA,3,Monday,False
4250,pgKu0NxYMzE,2018-02-14,2018-02-12,29633,318,138,529,False,False,People & Blogs,FR,25,Monday,False
4251,G0Cg2nx6kVY,2018-02-13,2018-02-12,23161,955,59,29,False,False,People & Blogs,MX,20,Monday,False
4252,JW9iv4UB5Is,2018-02-13,2018-02-12,20939,1374,20,58,False,False,People & Blogs,RU,4,Monday,False
4253,saPG3E59xeI,2018-02-19,2018-02-12,30719,832,26,53,False,False,Howto & Style,US,4,Monday,False
4254,Gj2_zwC_WgU,2018-03-10,2018-02-12,25020,1980,18,72,False,False,Howto & Style,FR,2,Monday,False
4255,Mgqo5DoGGWI,2018-02-15,2018-02-12,232758,757,248,1,False,False,Entertainment,IN,23,Monday,False
4256,iYqvtuhLx3U,2018-02-13,2018-02-12,13288,125,15,30,False,False,Entertainment,MX,2,Monday,False
4257,v1mmKwe3uTE,2018-02-13,2018-02-12,5811,0,0,7,False,True,Education,MX,21,Monday,False
4258,evIGT-ejXd4,2018-02-13,2018-02-12,4236,138,15,23,False,False,People & Blogs,RU,33,Monday,False
4259,eXv4YFVWoyM,2018-02-13,2018-02-12,6997,292,9,32,False,False,Film & Animation,DE,1,Monday,False
4260,mR71KmtgKR4,2018-02-14,2018-02-12,388142,8343,455,927,False,False,Howto & Style,FR,12,Monday,False
4261,3uwcnBg46ok,2018-02-12,2018-02-12,3952,429,11,47,False,False,People & Blogs,RU,4,Monday,False
4262,clhg482wSic,2018-02-13,2018-02-12,2852,214,6,65,False,False,Autos & Vehicles,RU,27,Monday,False
4263,2kItfdQGgL4,2018-02-13,2018-02-12,10287,344,5,12,False,False,Film & Animation,RU,1,Monday,False
4264,kZkIDiw0jDU,2018-02-23,2018-02-12,970237,8863,2314,9696,False,False,Entertainment,GB,47,Monday,False
4265,vM6qmKpDOdE,2018-02-13,2018-02-12,172422,14437,368,1939,False,False,News & Politics,MX,12,Monday,False
4266,Lok2EvthO-U,2018-02-20,2018-02-12,151626,9040,270,327,False,False,Film & Animation,US,9,Monday,False
4267,I4I1-NdotA4,2018-02-13,2018-02-12,7441,0,0,77,False,True,People & Blogs,RU,12,Monday,False
4269,J_qYwXk43I0,2018-02-14,2018-02-13,243635,27059,482,2732,False,False,Music,JP,4,Tuesday,False
4270,UsFFsXXqCLQ,2018-02-15,2018-02-13,160627,2111,154,394,False,False,Entertainment,CA,11,Tuesday,False
4271,WeL4hIHm1BI,2018-02-14,2018-02-13,5383,186,10,6,False,False,Howto & Style,JP,13,Tuesday,False
4273,gLS_dOnizwo,2018-02-14,2018-02-13,16280,2801,65,192,False,False,People & Blogs,RU,13,Tuesday,False
4274,PoJMOaKBEmc,2018-02-14,2018-02-13,38093,2946,37,412,False,False,People & Blogs,RU,4,Tuesday,False
4276,JhTQcR_C8QE,2018-02-14,2018-02-13,70634,3419,130,441,False,False,Entertainment,FR,9,Tuesday,False
4277,0r4bJKVlo5Y,2018-02-14,2018-02-13,151093,2341,106,189,False,False,Entertainment,MX,13,Tuesday,False
4278,fwO7sWwe3lA,2018-02-14,2018-02-13,25243,3513,143,1268,False,False,Pets & Animals,RU,5,Tuesday,False
4279,9sO-PxKj7gI,2018-02-14,2018-02-13,2006,204,2,35,False,False,News & Politics,MX,3,Tuesday,False
4280,nqF4aZGG0a8,2018-02-16,2018-02-13,63439,433,23,79,False,False,News & Politics,CA,2,Tuesday,False
4281,v_8WfAhkuKI,2018-02-15,2018-02-13,103702,2624,45,333,False,False,Entertainment,IN,27,Tuesday,False
4282,icNjK6xATjs,2018-02-14,2018-02-13,10228,235,87,271,False,False,News & Politics,US,1,Tuesday,False
4283,Ei_bVwdL4T4,2018-02-15,2018-02-13,85638,0,0,1005,False,True,News & Politics,KR,26,Tuesday,False
4284,Ijyw5Ht3-Fc,2018-02-16,2018-02-13,53379,69,5,9,False,False,Entertainment,KR,3,Tuesday,False
4285,poOgSIHFLn8,2018-02-14,2018-02-13,134880,621,185,176,False,False,Entertainment,JP,8,Tuesday,False
4286,KZ_eXk5t0r0,2018-02-14,2018-02-13,243295,10438,427,800,False,False,Entertainment,MX,5,Tuesday,False
4287,ETfb-McYQKw,2018-02-15,2018-02-13,346498,32333,262,2383,False,False,Comedy,DE,3,Tuesday,False
4288,kUjLDC1S_Lw,2018-02-14,2018-02-13,29841,1168,63,342,False,False,Howto & Style,DE,14,Tuesday,False
4289,zmw4ycPcm3s,2018-02-15,2018-02-13,414783,1196,477,761,False,False,Sports,KR,6,Tuesday,False
4290,jXb_amlCf5Q,2018-02-15,2018-02-13,408527,26902,193,1524,False,False,Howto & Style,KR,6,Tuesday,False
4291,7tqgIGiGtlU,2018-02-14,2018-02-13,95824,514,61,16,False,False,Entertainment,IN,4,Tuesday,False
4292,8XxAcl8ONF0,2018-02-14,2018-02-13,12322,1292,28,125,False,False,Music,FR,6,Tuesday,False
4293,dOKitrd64As,2018-02-14,2018-02-13,358146,11053,1958,690,False,False,People & Blogs,RU,8,Tuesday,False
4294,DmtIh84uE3w,2018-02-14,2018-02-13,41966,870,76,82,False,False,Howto & Style,JP,6,Tuesday,False
4295,znmmejSNEYA,2018-02-14,2018-02-13,152412,8915,95,0,True,False,Gaming,JP,31,Tuesday,False
4296,8EIHZ0UYUYo,2018-02-14,2018-02-13,11990,177,8,31,False,False,Entertainment,FR,65,Tuesday,False
4297,Hr4r0smKFTQ,2018-02-14,2018-02-13,725833,9049,877,601,False,False,Howto & Style,IN,16,Tuesday,False
4298,8ENIIcMmeD0,2018-02-22,2018-02-13,515855,35610,568,1986,False,False,Howto & Style,US,16,Tuesday,False
4299,A_4lBDdiEr4,2018-02-14,2018-02-13,109500,10900,30,1672,False,False,Music,JP,5,Tuesday,False
4300,u8IfNcazLi0,2018-02-14,2018-02-13,838294,75848,20306,13785,False,False,People & Blogs,RU,5,Tuesday,False
4301,OwP_k-04TAk,2018-02-14,2018-02-13,7887,708,15,61,False,False,Music,DE,6,Tuesday,False
4302,vIAtrhufkVM,2018-02-14,2018-02-13,14813,625,142,395,False,False,News & Politics,RU,38,Tuesday,False
4303,B6JEHJseMfE,2018-02-14,2018-02-13,57654,9955,41,403,False,False,Film & Animation,MX,6,Tuesday,False
4304,8m13viTynEE,2018-02-14,2018-02-13,812247,76664,760,4301,False,False,Comedy,CA,3,Tuesday,False
4306,frYU8Zy1D6k,2018-02-14,2018-02-13,30797,2424,36,313,False,False,Entertainment,KR,41,Tuesday,False
4307,x_4hMHzJn8k,2018-02-14,2018-02-13,191582,18337,3193,1329,False,False,Comedy,RU,9,Tuesday,False
4308,4qTdB1Cn4Uo,2018-02-15,2018-02-14,218042,23515,443,996,False,False,Sports,FR,7,Wednesday,False
4309,rAGnJGsh_EE,2018-02-14,2018-02-14,5829,643,13,62,False,False,News & Politics,MX,4,Wednesday,False
4310,TYaf8GbVKXc,2018-02-21,2018-02-14,59145,434,76,257,False,False,News & Politics,US,1,Wednesday,False
4311,MgLO_ojVcJ8,2018-02-16,2018-02-14,418276,11990,847,4544,False,False,People & Blogs,CA,21,Wednesday,False
4312,UFwFqBx-tIQ,2018-02-15,2018-02-14,133066,10822,829,769,False,False,Science & Technology,FR,8,Wednesday,False
4313,iQjPzhLkGKs,2018-02-16,2018-02-14,482119,13841,563,2164,False,False,Entertainment,JP,7,Wednesday,False
4314,XasxH5iR-FA,2018-02-15,2018-02-14,8655,107,19,86,False,False,Entertainment,MX,77,Wednesday,False
4315,iwt7JixmJn0,2018-02-15,2018-02-14,182656,451,95,99,False,False,Shows,RU,47,Wednesday,False
4316,uAs_iGebXl4,2018-02-14,2018-02-14,5288,646,24,86,False,False,Howto & Style,RU,14,Wednesday,False
4318,0aFnAF63j2o,2018-02-16,2018-02-14,288950,6453,279,1048,False,False,Science & Technology,IN,8,Wednesday,False
4319,CdmY0X4pHiw,2018-02-15,2018-02-14,10188,838,40,53,False,False,People & Blogs,MX,54,Wednesday,False
4320,JPrbdmFOQ64,2018-02-15,2018-02-14,83831,1322,732,1152,False,False,Entertainment,JP,10,Wednesday,False
4321,a73N3ps_9SA,2018-02-15,2018-02-14,263003,13297,271,868,False,False,Science & Technology,MX,3,Wednesday,False
4322,wLhUI16lK5o,2018-02-15,2018-02-14,62033,5560,53,884,False,False,Entertainment,FR,13,Wednesday,False
4324,oi5LAqgdZ8E,2018-02-16,2018-02-14,33055,375,17,120,False,False,Gaming,KR,1,Wednesday,False
4325,pw-Njg0Hess,2018-02-15,2018-02-14,311116,14997,134,2035,False,False,Pets & Animals,CA,14,Wednesday,False
4326,Nft4NeUrcsg,2018-02-16,2018-02-14,37727,2112,61,503,False,False,Sports,DE,9,Wednesday,False
4327,70xAiSqYvMc,2018-02-15,2018-02-14,27978,4174,50,355,False,False,People & Blogs,MX,9,Wednesday,False
4328,4gOoNKmatUA,2018-02-15,2018-02-14,102921,1468,54,285,False,False,Entertainment,CA,1,Wednesday,False
4329,XbJaeJ8QGKo,2018-02-15,2018-02-14,283392,45034,244,2659,False,False,Music,MX,3,Wednesday,False
4331,b5KMNKuKF-k,2018-02-15,2018-02-14,27814,2577,43,266,False,False,Science & Technology,MX,5,Wednesday,False
4332,weZoOjkVSi8,2018-02-15,2018-02-14,773480,86647,692,10672,False,False,Entertainment,MX,11,Wednesday,False
4333,1BaZvI0Hh_E,2018-02-14,2018-02-14,2384,64,11,3,False,False,Entertainment,MX,1,Wednesday,False
4335,r5Wi2XBLkGE,2018-02-14,2018-02-14,8887,1114,23,150,False,False,News & Politics,MX,12,Wednesday,False
4336,Plu27NN57g0,2018-02-15,2018-02-14,34165,5669,89,997,False,False,News & Politics,FR,25,Wednesday,False
4337,UdQ1JiwONpw,2018-02-15,2018-02-14,63252,199,73,12,False,False,Entertainment,IN,1,Wednesday,False
4338,pYeEPS4HMcc,2018-02-15,2018-02-14,1598263,43883,4376,3968,False,False,Music,DE,4,Wednesday,False
4339,gafiMlQA9kw,2018-02-15,2018-02-14,14521,2384,32,154,False,False,News & Politics,FR,31,Wednesday,False
4340,64nwp6u24WI,2018-02-15,2018-02-14,1406170,10196,2064,1991,False,False,Shows,IN,19,Wednesday,False
4341,X9wxN7JN8dg,2018-02-16,2018-02-15,3825,533,3,124,False,False,Entertainment,FR,6,Thursday,False
4342,gPEhktfXklM,2018-02-15,2018-02-15,9308,384,10,58,False,False,Pets & Animals,JP,7,Thursday,False
4343,D_eZxSYRhco,2018-02-24,2018-02-15,2953664,30865,1173,6821,False,False,Entertainment,US,2,Thursday,False
4344,m2LzyZBLMvU,2018-02-16,2018-02-15,333970,4050,172,1123,False,False,Comedy,KR,5,Thursday,False
4345,lq-UD8mFEU8,2018-02-16,2018-02-15,30797,1547,5,156,False,False,People & Blogs,CA,14,Thursday,False
4346,XvrP7GD0jP8,2018-02-16,2018-02-15,22246,2015,16,311,False,False,Science & Technology,FR,11,Thursday,False
4347,TUvC2Y_CNOg,2018-02-15,2018-02-15,9185,1014,7,186,False,False,People & Blogs,MX,58,Thursday,False
4348,ZPTZCou86Rw,2018-02-15,2018-02-15,1270,124,3,10,False,False,Pets & Animals,FR,2,Thursday,False
4349,zG1auFTA8ms,2018-02-16,2018-02-15,70163,1783,4268,1327,False,False,News & Politics,RU,7,Thursday,False
4350,Dm_J73x7_Pk,2018-02-16,2018-02-15,60608,654,46,164,False,False,People & Blogs,FR,15,Thursday,False
4351,nmbRCRleCcc,2018-02-16,2018-02-15,107959,5977,134,380,False,False,Sports,RU,14,Thursday,False
4352,rr5IoTSKrlE,2018-02-16,2018-02-15,4982,410,12,148,False,False,Gaming,DE,8,Thursday,False
4353,9du9aDoR-VI,2018-02-16,2018-02-15,4438,93,26,38,False,False,People & Blogs,JP,9,Thursday,False
4354,v2lNmqih5-A,2018-02-15,2018-02-15,3430,334,9,105,False,False,Gaming,DE,1,Thursday,False
4355,uBY3Z0h74L0,2018-02-16,2018-02-15,9790,932,16,65,False,False,Howto & Style,RU,94,Thursday,False
4356,vNMlAEYSKuQ,2018-02-16,2018-02-15,69420,3888,216,697,False,False,Entertainment,FR,32,Thursday,False
4357,ipjfEBYNWI0,2018-02-15,2018-02-15,3149,0,0,5,False,True,Autos & Vehicles,RU,1,Thursday,False
4358,xX5OOKtpfPY,2018-02-16,2018-02-15,4803,148,0,26,False,False,Sports,CA,2,Thursday,False
4359,OBD5ypok5mM,2018-02-16,2018-02-15,168837,2130,181,123,False,False,Entertainment,IN,3,Thursday,False
4360,ag1ZWpHb5gY,2018-02-18,2018-02-15,218403,418,167,97,False,False,People & Blogs,KR,5,Thursday,False
4361,24j2tQP8aLk,2018-02-15,2018-02-15,3770,368,9,42,False,False,People & Blogs,RU,16,Thursday,False
4362,WHnvF7qYSxI,2018-02-16,2018-02-15,35221,267,34,46,False,False,People & Blogs,DE,1,Thursday,False
4363,ZNPI5coazA4,2018-02-16,2018-02-15,18715,618,18,18,False,False,Music,MX,3,Thursday,False
4364,lVudO9x8fbQ,2018-02-23,2018-02-15,1954026,235893,1220,14946,False,False,Music,US,3,Thursday,False
4365,Vb5llGPb-A8,2018-02-16,2018-02-15,318263,35764,521,5432,False,False,Entertainment,RU,24,Thursday,False
4366,7Gpo56DEF9g,2018-02-15,2018-02-15,4718,28,4,2,False,False,Sports,MX,2,Thursday,False
4367,9wvD8Icvezk,2018-02-16,2018-02-15,83692,1133,59,140,False,False,Entertainment,JP,11,Thursday,False
4368,tybKrCZdncI,2018-02-15,2018-02-15,4058,114,8,1,False,False,Howto & Style,JP,1,Thursday,False
4369,NufFlOGcd9s,2018-02-16,2018-02-15,182958,4783,181,3594,False,False,Entertainment,KR,10,Thursday,False
4370,NSYydKqflWw,2018-02-16,2018-02-15,4834,0,0,16,False,True,Sports,MX,2,Thursday,False
4371,Vpjb2B3AYtM,2018-02-15,2018-02-15,10791,892,18,78,False,False,People & Blogs,RU,2,Thursday,False
4372,a5zzqBWAdTs,2018-02-16,2018-02-15,2036,83,0,11,False,False,Sports,FR,2,Thursday,False
4373,dBRGK3YANzU,2018-02-17,2018-02-15,152043,6721,87,201,False,False,Comedy,FR,2,Thursday,False
4374,t-qcYZ3SGFs,2018-02-16,2018-02-15,6892,803,9,0,True,False,Education,FR,66,Thursday,False
4375,Nv54RjfJWzs,2018-02-17,2018-02-15,2022952,10787,1589,634,False,False,People & Blogs,IN,10,Thursday,False
4377,xD4L1EpS9M8,2018-02-15,2018-02-15,2873,190,5,21,False,False,Education,RU,2,Thursday,False
4378,d-lTfHlO26g,2018-02-15,2018-02-15,22070,2088,92,113,False,False,Music,MX,19,Thursday,False
4379,W25RkX4O9O4,2018-02-16,2018-02-15,98120,1833,295,286,False,False,Entertainment,MX,4,Thursday,False
4380,OtX1eXe9tNA,2018-02-17,2018-02-15,88686,3941,54,385,False,False,Travel & Events,CA,30,Thursday,False
4381,wRNYoWFjmEc,2018-02-22,2018-02-15,4024771,178944,2280,8219,False,False,People & Blogs,US,15,Thursday,False
4382,w97IljVE7-g,2018-02-16,2018-02-15,6751,703,12,120,False,False,Music,RU,40,Thursday,False
4383,4hevaRuOe_w,2018-02-16,2018-02-15,413504,4939,186,1260,False,False,Entertainment,KR,3,Thursday,False
4384,NrQ0dSusGrQ,2018-02-16,2018-02-15,15776,840,115,221,False,False,News & Politics,FR,72,Thursday,False
4385,OM3v8zkLmwQ,2018-02-16,2018-02-15,3919,352,2,87,False,False,Autos & Vehicles,RU,10,Thursday,False
4386,fvKzSwRbES4,2018-02-15,2018-02-15,25141,157,15,14,False,False,Entertainment,DE,1,Thursday,False
4387,0yIgVyznQAE,2018-02-16,2018-02-15,5748,921,7,134,False,False,Comedy,FR,5,Thursday,False
4388,DEnLtlCOzMA,2018-02-16,2018-02-15,26818,1970,153,279,False,False,Sports,RU,12,Thursday,False
4389,GnMJcTDE8Cg,2018-02-17,2018-02-15,343686,15389,277,2996,False,False,Gaming,CA,12,Thursday,False
4390,GpoPd6ONbSI,2018-02-16,2018-02-15,37845,2937,69,695,False,False,Entertainment,FR,35,Thursday,False
4391,JvV640xrJ28,2018-02-16,2018-02-15,298798,12466,218,672,False,False,Film & Animation,CA,5,Thursday,False
4392,2Z8CXv14e6o,2018-02-16,2018-02-15,66646,977,66,47,False,False,People & Blogs,FR,3,Thursday,False
4393,GcjM2vu2tb0,2018-02-16,2018-02-15,438192,10962,122,777,False,False,Comedy,KR,6,Thursday,False
4394,SVGMGL13LyU,2018-02-16,2018-02-15,16822,375,5,15,False,False,Entertainment,DE,2,Thursday,False
4395,7CO5lsVKj54,2018-02-16,2018-02-15,53161,3141,48,348,False,False,Film & Animation,FR,9,Thursday,False
4396,UEeYm6nKYIM,2018-02-15,2018-02-15,1253,113,10,53,False,False,People & Blogs,RU,12,Thursday,False
4397,_5sH7FYhi9o,2018-02-15,2018-02-15,3869,529,25,95,False,False,People & Blogs,RU,4,Thursday,False
4398,Lar9KVaJAQY,2018-02-16,2018-02-15,31234,303,7,30,False,False,Entertainment,MX,1,Thursday,False
4399,hJHo7fWq1hA,2018-02-15,2018-02-15,2896,352,10,30,False,False,Entertainment,FR,2,Thursday,False
4400,TTYzEV9c2bk,2018-02-16,2018-02-15,9319,567,170,134,False,False,People & Blogs,RU,41,Thursday,False
4401,3mrev4uOh-0,2018-02-17,2018-02-15,1960863,13252,1618,790,False,False,Howto & Style,IN,15,Thursday,False
4402,FbCBGOKr4v8,2018-02-16,2018-02-15,15149,60,4,20,False,False,Entertainment,MX,2,Thursday,False
4403,fbpkvCysutE,2018-02-18,2018-02-15,655346,50232,1573,2636,False,False,Comedy,FR,10,Thursday,False
4405,VarqWWm8UlA,2018-02-15,2018-02-15,6684,60,3,9,False,False,Autos & Vehicles,JP,10,Thursday,False
4406,0QOPb9DlOfY,2018-02-23,2018-02-15,121157,1951,110,162,False,False,Pets & Animals,US,2,Thursday,False
4407,_mFQlRs4vic,2018-02-16,2018-02-15,41691,223,44,20,False,False,Entertainment,IN,21,Thursday,False
4408,9yxNj4EXJmw,2018-02-17,2018-02-15,551399,26165,128,2098,False,False,Entertainment,CA,52,Thursday,False
4410,o5j_isSRBGI,2018-02-17,2018-02-16,103529,3163,151,353,False,False,Comedy,JP,4,Friday,False
4411,etWTMeVMrao,2018-02-17,2018-02-16,16844,1801,23,121,False,False,People & Blogs,RU,7,Friday,False
4412,xSOfP7Kh0Lo,2018-02-17,2018-02-16,14050,92,32,19,False,False,Gaming,JP,17,Friday,False
4413,zs5WEWBPm_o,2018-02-16,2018-02-16,7589,628,6,59,False,False,Pets & Animals,JP,2,Friday,False
4414,pnNEAqVi_yU,2018-02-27,2018-02-16,46465,50,95,41,False,False,Entertainment,FR,1,Friday,False
4415,SfdTCDnmt_g,2018-02-17,2018-02-16,37815,4143,44,440,False,False,Howto & Style,MX,10,Friday,False
4416,vQP7R4phxog,2018-02-17,2018-02-16,13602,155,44,0,True,False,News & Politics,DE,12,Friday,False
4417,n3RST4IM07k,2018-02-17,2018-02-16,194480,19202,663,3305,False,False,People & Blogs,RU,5,Friday,False
4418,nARjfRhxRcI,2018-02-16,2018-02-16,13283,221,13,0,True,False,Entertainment,CA,3,Friday,False
4419,5B7nW09DMUY,2018-02-18,2018-02-16,159810,4736,238,480,False,False,Entertainment,MX,11,Friday,False
4420,_10pgkyvjq0,2018-02-18,2018-02-16,668417,21596,1811,4587,False,False,People & Blogs,RU,26,Friday,False
4421,HKZCAM5u1W4,2018-02-18,2018-02-16,435282,20746,3670,2630,False,False,Entertainment,RU,18,Friday,False
4422,22e67ZWiDNc,2018-02-17,2018-02-16,35683,1231,82,124,False,False,Comedy,RU,32,Friday,False
4423,6Y2ba49Hkxc,2018-02-17,2018-02-16,8500,216,3,2,False,False,Comedy,FR,3,Friday,False
4424,i4-_LS8MqCM,2018-02-17,2018-02-16,2336,303,11,55,False,False,People & Blogs,RU,6,Friday,False
4425,e3e5Cg37U-U,2018-02-18,2018-02-16,18606,923,47,525,False,False,Entertainment,FR,10,Friday,False
4426,52Y7NwbmOHY,2018-02-24,2018-02-16,72999,3859,109,729,False,False,Entertainment,US,10,Friday,False
4427,OCsuKAZsNRU,2018-02-17,2018-02-16,61652,2509,69,91,False,False,Music,MX,3,Friday,False
4428,vnJZzpvP7_w,2018-02-18,2018-02-16,67288,4125,62,150,False,False,Music,FR,4,Friday,False
4429,qyY0AQqR8KQ,2018-02-18,2018-02-16,518221,8475,506,1192,False,False,People & Blogs,RU,44,Friday,False
4430,EmEO09mvODg,2018-02-17,2018-02-16,67780,5709,6834,609,False,False,News & Politics,RU,226,Friday,False
4431,t50M1CM7E8s,2018-02-25,2018-02-16,127987,2170,280,409,False,False,Howto & Style,US,9,Friday,False
4432,mdcBqqWj3kY,2018-02-19,2018-02-16,449609,27417,369,1114,False,False,Music,FR,4,Friday,False
4433,c0xz8cDxNFA,2018-02-17,2018-02-16,5394,594,5,114,False,False,Entertainment,FR,3,Friday,False
4434,fMpfJDSQL2I,2018-02-18,2018-02-16,64744,463,130,696,False,False,News & Politics,KR,3,Friday,False
4435,55nqzqV2VX4,2018-02-18,2018-02-16,201699,9863,130,490,False,False,Music,FR,3,Friday,False
4436,_94aPmqi31c,2018-02-17,2018-02-16,8098,832,16,157,False,False,Pets & Animals,RU,17,Friday,False
4437,J6vlM0Tnjio,2018-02-16,2018-02-16,19945,346,6,164,False,False,Sports,CA,3,Friday,False
4439,ZNruCLvejH4,2018-02-17,2018-02-16,47648,1292,30,151,False,False,Pets & Animals,JP,4,Friday,False
4440,PAbnu8hUtZo,2018-02-16,2018-02-16,4434,565,6,127,False,False,Howto & Style,MX,12,Friday,False
4442,7Sx2SyUuN8U,2018-02-17,2018-02-16,82714,1410,92,270,False,False,Entertainment,JP,14,Friday,False
4443,N-YmpbjrFDw,2018-02-17,2018-02-16,9532,578,15,43,False,False,Entertainment,DE,1,Friday,False
